,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,1,30.83,0.0,1,0,12,7,1.25,1,1,1,0,0,202,0,0
1,0,58.67,4.46,1,0,10,3,3.04,1,1,6,0,0,43,560,0
2,0,24.5,0.5,1,0,10,3,1.5,1,0,0,0,0,280,824,0
3,1,27.83,1.54,1,0,12,7,3.75,1,1,5,1,0,100,3,0
4,1,20.17,5.625,1,0,12,7,1.71,1,0,0,0,2,120,0,0
5,1,32.08,4.0,1,0,9,7,2.5,1,0,0,1,0,360,0,0
6,1,33.17,1.04,1,0,11,3,6.5,1,0,0,1,0,164,31285,0
7,0,22.92,11.585,1,0,2,7,0.04,1,0,0,0,0,80,1349,0
8,1,54.42,0.5,2,2,8,3,3.96,1,0,0,0,0,180,314,0
9,1,42.5,4.915,2,2,12,7,3.165,1,0,0,1,0,52,1442,0
10,1,22.08,0.83,1,0,1,3,2.165,0,0,0,1,0,128,0,0
11,1,29.92,1.835,1,0,1,3,4.335,1,0,0,0,0,260,200,0
12,0,38.25,6.0,1,0,8,7,1.0,1,0,0,1,0,0,0,0
13,1,48.08,6.04,1,0,8,7,0.04,0,0,0,0,0,0,2690,0
14,0,45.83,10.5,1,0,10,7,5.0,1,1,7,1,0,0,0,0
15,1,36.67,4.415,2,2,8,7,0.25,1,1,10,1,0,320,0,0
16,1,28.25,0.875,1,0,9,7,0.96,1,1,3,1,0,396,0,0
17,0,23.25,5.875,1,0,10,7,3.17,1,1,10,0,0,120,245,0
18,1,21.83,0.25,1,0,3,3,0.665,1,0,0,1,0,0,0,0
19,0,19.17,8.585,1,0,2,3,0.75,1,1,7,0,0,96,0,0
20,1,25.0,11.25,1,0,1,7,2.5,1,1,17,0,0,200,1208,0
21,1,23.25,1.0,1,0,1,7,0.835,1,0,0,0,2,300,0,0
22,0,47.75,8.0,1,0,1,7,7.875,1,1,6,1,0,0,1260,0
23,0,27.42,14.5,1,0,13,3,3.085,1,1,1,0,0,120,11,0
24,0,41.17,6.5,1,0,10,7,0.5,1,1,3,1,0,145,0,0
25,0,15.83,0.585,1,0,1,3,1.5,1,1,2,0,0,100,0,0
26,0,47.0,13.0,1,0,6,0,5.165,1,1,9,1,0,0,0,0
27,1,56.58,18.5,1,0,3,0,15.0,1,1,17,1,0,0,0,0
28,1,57.42,8.5,1,0,4,3,7.0,1,1,3,0,0,0,0,0
29,1,42.08,1.04,1,0,12,7,5.0,1,1,6,1,0,500,10000,0
30,1,29.25,14.79,1,0,0,7,5.04,1,1,5,1,0,168,0,0
31,1,42.0,9.79,1,0,13,3,7.96,1,1,8,0,0,0,0,0
32,1,49.5,7.585,1,0,6,0,7.585,1,1,15,1,0,0,5000,0
33,0,36.75,5.125,1,0,4,7,5.0,1,0,0,1,0,0,4000,0
34,0,22.58,10.75,1,0,10,7,0.415,1,1,5,1,0,0,560,0
35,1,27.83,1.5,1,0,12,7,2.0,1,1,11,1,0,434,35,0
36,1,27.25,1.585,1,0,2,3,1.835,1,1,12,1,0,583,713,0
37,0,23.0,11.75,1,0,13,3,0.5,1,1,2,1,0,300,551,0
38,1,27.75,0.585,2,2,2,7,0.25,1,1,2,0,0,260,500,0
39,1,54.58,9.415,1,0,5,2,14.415,1,1,11,1,0,30,300,0
40,1,34.17,9.17,1,0,1,7,4.5,1,1,12,1,0,0,221,0
41,1,28.92,15.0,1,0,1,3,5.335,1,1,11,0,0,0,2283,0
42,1,29.67,1.415,1,0,12,3,0.75,1,1,1,0,0,240,100,0
43,1,39.58,13.915,1,0,12,7,8.625,1,1,6,1,0,70,0,0
44,1,56.42,28.0,2,2,1,7,28.5,1,1,40,0,0,0,15,0
45,1,54.33,6.75,1,0,1,3,2.625,1,1,11,1,0,0,284,0
46,0,41.0,2.04,2,2,10,3,0.125,1,1,23,1,0,455,1236,0
47,1,31.92,4.46,1,0,2,3,6.04,1,1,3,0,0,311,300,0
48,1,41.5,1.54,1,0,6,0,3.5,0,0,0,0,0,216,0,0
49,1,23.92,0.665,1,0,1,7,0.165,0,0,0,0,0,100,0,0
50,0,25.75,0.5,1,0,1,3,0.875,1,0,0,1,0,491,0,0
51,1,26.0,1.0,1,0,10,7,1.75,1,0,0,1,0,280,0,0
52,1,37.42,2.04,1,0,12,7,0.04,1,0,0,1,0,400,5800,0
53,1,34.92,2.5,1,0,12,7,0.0,1,0,0,1,0,239,200,0
54,1,34.25,3.0,1,0,2,3,7.415,1,0,0,1,0,0,0,0
55,1,23.33,11.625,2,2,12,7,0.835,1,0,0,1,0,160,300,0
56,1,23.17,0.0,1,0,2,7,0.085,1,0,0,0,0,0,0,0
57,1,44.33,0.5,1,0,6,3,5.0,1,0,0,1,0,320,0,0
58,1,35.17,4.5,1,0,13,3,5.75,0,0,0,1,2,711,0,0
59,1,43.25,3.0,1,0,10,3,6.0,1,1,11,0,0,80,0,0
60,1,56.75,12.25,1,0,9,7,1.25,1,1,4,1,0,200,0,0
61,1,31.67,16.165,1,0,3,7,3.0,1,1,9,0,0,250,730,0
62,0,23.42,0.79,2,2,10,7,1.5,1,1,2,1,0,80,400,0
63,0,20.42,0.835,1,0,10,7,1.585,1,1,1,0,0,0,0,0
64,1,26.67,4.25,1,0,2,7,4.29,1,1,1,1,0,120,0,0
65,1,34.17,1.54,1,0,2,7,1.54,1,1,1,1,0,520,50000,0
66,0,36.0,1.0,1,0,1,7,2.0,1,1,11,0,0,0,456,0
67,1,25.5,0.375,1,0,9,7,0.25,1,1,3,0,0,260,15108,0
68,1,19.42,6.5,1,0,12,3,1.46,1,1,7,0,0,80,2954,0
69,1,35.17,25.125,1,0,13,3,1.625,1,1,1,1,0,515,500,0
70,1,32.33,7.5,1,0,4,0,1.585,1,0,0,1,2,420,0,1
71,1,34.83,4.0,1,0,3,0,12.5,1,0,0,1,0,0,0,1
72,0,38.58,5.0,1,0,2,7,13.5,1,0,0,1,0,980,0,1
73,1,44.25,0.5,1,0,9,7,10.75,1,0,0,0,2,400,0,1
74,1,44.83,7.0,2,2,1,7,1.625,0,0,0,0,0,160,2,1
75,1,20.67,5.29,1,0,10,7,0.375,1,1,1,0,0,160,0,1
76,1,34.08,6.5,1,0,0,7,0.125,1,0,0,1,0,443,0,1
77,0,19.17,0.585,2,2,0,7,0.585,1,0,0,1,0,160,0,1
78,1,21.67,1.165,2,2,8,7,2.5,1,1,1,0,0,180,20,1
79,1,21.5,9.75,1,0,1,7,0.25,1,0,0,0,0,140,0,1
80,1,49.58,19.0,1,0,5,2,0.0,1,1,1,0,0,94,0,1
81,0,27.67,1.5,1,0,9,7,2.0,1,0,0,0,2,368,0,1
82,1,39.83,0.5,1,0,9,7,0.25,1,0,0,0,2,288,0,1
83,0,22.67,3.5,1,0,3,7,3.0,1,0,0,1,0,300,0,1
84,1,27.25,0.625,1,0,0,7,0.455,1,0,0,1,0,200,0,1
85,1,37.17,4.0,1,0,1,0,5.0,1,0,0,1,2,280,0,1
86,1,22.67,0.375,1,0,3,7,0.875,1,0,0,1,2,928,0,1
87,1,25.67,2.21,2,2,0,7,4.0,1,0,0,0,0,188,0,1
88,1,34.0,4.5,1,0,0,7,1.0,1,0,0,1,0,240,0,1
89,0,49.0,1.5,1,0,7,4,0.0,1,0,0,1,0,100,27,1
90,1,62.5,12.75,2,2,1,3,5.0,1,0,0,0,0,112,0,1
91,1,31.42,15.5,1,0,1,7,0.5,1,0,0,0,0,120,0,1
92,1,22.67,5.0,2,2,0,7,8.5,1,0,0,0,0,0,0,1
93,1,52.33,1.375,2,2,1,3,9.46,1,0,0,1,0,200,100,1
94,1,28.75,1.5,2,2,1,7,1.5,1,0,0,1,0,0,225,1
95,0,28.58,3.54,1,0,6,0,0.5,1,0,0,1,0,171,0,1
96,1,23.0,0.625,2,2,0,7,0.125,1,0,0,0,0,180,1,1
97,1,22.67,0.5,1,0,1,0,0.835,1,0,0,1,2,320,0,1
98,0,22.5,11.0,2,2,10,7,3.0,1,0,0,1,0,268,0,1
99,0,28.5,1.0,1,0,10,7,1.0,1,1,2,1,0,167,500,1
100,1,37.5,1.75,2,2,1,0,0.25,1,0,0,1,0,164,400,1
101,1,35.25,16.5,2,2,1,7,4.0,1,0,0,0,0,80,0,1
102,1,18.67,5.0,1,0,10,7,0.375,1,1,2,0,0,0,38,1
103,1,25.0,12.0,1,0,8,7,2.25,1,1,2,1,0,120,5,1
104,1,27.83,4.0,2,2,6,3,5.75,1,1,2,1,0,75,0,1
105,1,54.83,15.5,1,0,4,8,0.0,1,1,20,0,0,152,130,1
106,1,28.75,1.165,1,0,8,7,0.5,1,0,0,0,2,280,0,1
107,0,25.0,11.0,2,2,0,7,4.5,1,0,0,0,0,120,0,1
108,1,40.92,2.25,2,2,13,3,10.0,1,0,0,1,0,176,0,1
109,0,19.75,0.75,1,0,1,7,0.795,1,1,5,1,0,140,5,1
110,1,29.17,3.5,1,0,12,7,3.5,1,1,3,1,0,329,0,1
111,0,24.5,1.04,2,2,5,2,0.5,1,1,3,0,0,180,147,1
112,1,24.58,12.5,1,0,12,7,0.875,1,0,0,1,0,260,0,1
113,0,33.75,0.75,1,0,8,0,1.0,1,1,3,1,0,212,0,1
114,1,20.67,1.25,2,2,1,3,1.375,1,1,3,1,0,140,210,1
115,0,25.42,1.125,1,0,10,7,1.29,1,1,2,0,0,200,0,1
116,1,37.75,7.0,1,0,10,3,11.5,1,1,7,1,0,300,5,1
117,1,52.5,6.5,1,0,8,7,6.29,1,1,15,0,0,0,11202,0
118,1,57.83,7.04,1,0,9,7,14.0,1,1,6,1,0,360,1332,0
119,0,20.75,10.335,1,0,2,3,0.335,1,1,1,1,0,80,50,0
120,1,39.92,6.21,1,0,10,7,0.04,1,1,1,0,0,200,300,0
121,1,25.67,12.5,1,0,2,7,1.21,1,1,67,1,0,140,258,0
122,0,24.75,12.5,1,0,0,7,1.5,1,1,12,1,0,120,567,0
123,0,44.17,6.665,1,0,10,7,7.375,1,1,3,1,0,0,0,0
124,0,23.5,9.0,1,0,10,7,8.5,1,1,5,1,0,120,0,0
125,1,34.92,5.0,1,0,13,3,7.5,1,1,6,1,0,0,1000,0
126,1,47.67,2.5,1,0,9,0,2.5,1,1,12,1,0,410,2510,0
127,1,22.75,11.0,1,0,10,7,2.5,1,1,7,1,0,100,809,0
128,1,34.42,4.25,1,0,6,0,3.25,1,1,2,0,0,274,610,0
129,0,28.42,3.5,1,0,12,7,0.835,1,0,0,0,2,280,0,0
130,1,67.75,5.5,1,0,4,8,13.0,1,1,1,1,0,0,0,0
131,1,20.42,1.835,1,0,1,7,2.25,1,1,1,0,0,100,150,0
132,0,47.42,8.0,1,0,4,0,6.5,1,1,6,0,0,375,51100,0
133,1,36.25,5.0,1,0,1,0,2.5,1,1,6,0,0,0,367,0
134,1,32.67,5.5,1,0,10,3,5.5,1,1,12,1,0,408,1000,0
135,1,48.58,6.5,1,0,10,3,6.0,1,0,0,1,0,350,0,0
136,1,39.92,0.54,2,2,0,7,0.5,1,1,3,0,0,200,1000,0
137,1,33.58,2.75,1,0,9,7,4.25,1,1,6,0,0,204,0,0
138,0,18.83,9.5,1,0,12,7,1.625,1,1,6,1,0,40,600,0
139,0,26.92,13.5,1,0,10,3,5.0,1,1,2,0,0,0,5000,0
140,0,31.25,3.75,1,0,2,3,0.625,1,1,9,1,0,181,0,0
141,0,56.5,16.0,1,0,7,2,0.0,1,1,15,0,0,0,247,0
142,1,43.0,0.29,2,2,2,3,1.75,1,1,8,0,0,100,375,0
143,1,22.33,11.0,1,0,12,7,2.0,1,1,1,0,0,80,278,0
144,1,27.25,1.665,1,0,2,3,5.085,1,1,9,0,0,399,827,0
145,1,32.83,2.5,1,0,2,3,2.75,1,1,6,0,0,160,2072,0
146,1,23.25,1.5,1,0,10,7,2.375,1,1,3,1,0,0,582,0
147,0,40.33,7.54,2,2,10,3,8.0,1,1,14,0,0,0,2300,0
148,0,30.5,6.5,1,0,1,0,4.0,1,1,7,1,0,0,3065,0
149,0,52.83,15.0,1,0,1,7,5.5,1,1,14,0,0,0,2200,0
150,0,46.67,0.46,1,0,2,3,0.415,1,1,11,1,0,440,6,0
151,0,58.33,10.0,1,0,10,7,4.0,1,1,14,0,0,0,1602,0
152,1,37.33,6.5,1,0,9,3,4.25,1,1,12,1,0,93,0,0
153,1,23.08,2.5,1,0,1,7,1.085,1,1,11,1,0,60,2184,0
154,1,32.75,1.5,1,0,2,3,5.5,1,1,3,1,0,0,0,0
155,0,21.67,11.5,2,2,7,4,0.0,1,1,11,1,0,0,0,0
156,0,28.5,3.04,2,2,13,3,2.54,1,1,1,0,0,70,0,0
157,0,68.67,15.0,1,0,4,8,0.0,1,1,14,0,0,0,3376,0
158,1,28.0,2.0,1,0,8,3,4.165,1,1,2,1,0,181,0,0
159,1,34.08,0.08,2,2,9,0,0.04,1,1,1,1,0,280,2000,0
160,1,27.67,2.0,1,0,13,3,1.0,1,1,4,0,0,140,7544,0
161,1,44.0,2.0,1,0,9,7,1.75,1,1,2,1,0,0,15,0
162,1,25.08,1.71,1,0,13,7,1.665,1,1,1,1,0,395,20,0
163,1,32.0,1.75,2,2,4,3,0.04,1,0,0,1,0,393,0,0
164,0,60.58,16.5,1,0,10,7,11.0,1,0,0,1,0,21,10561,0
165,0,40.83,10.0,1,0,10,3,1.75,1,0,0,0,0,29,837,0
166,1,19.33,9.5,1,0,10,7,1.0,1,0,0,1,0,60,400,0
167,0,32.33,0.54,1,0,2,7,0.04,1,0,0,0,0,440,11177,0
168,1,36.67,3.25,1,0,10,3,9.0,1,0,0,1,0,102,639,0
169,1,37.5,1.125,2,2,3,7,1.5,0,0,0,1,0,431,0,0
170,0,25.08,2.54,2,2,0,7,0.25,1,0,0,1,0,370,0,0
171,1,41.33,0.0,1,0,1,0,15.0,1,0,0,0,0,0,0,0
172,1,56.0,12.5,1,0,8,3,8.0,1,0,0,1,0,24,2028,0
173,0,49.83,13.585,1,0,8,3,8.5,1,0,0,1,0,0,0,0
174,1,22.67,10.5,1,0,10,3,1.335,1,0,0,0,0,100,0,0
175,1,27.0,1.5,2,2,12,7,0.375,1,0,0,1,0,260,1065,0
176,1,25.0,12.5,1,0,0,7,3.0,1,0,0,1,2,20,0,0
177,0,26.08,8.665,1,0,0,7,1.415,1,0,0,0,0,160,150,0
178,0,18.42,9.25,1,0,10,7,1.21,1,1,4,0,0,60,540,0
179,1,20.17,8.17,1,0,0,7,1.96,1,1,14,0,0,60,158,0
180,1,47.67,0.29,1,0,1,0,15.0,1,1,20,0,0,0,15000,0
181,0,21.25,2.335,1,0,6,0,0.5,1,1,4,0,2,80,0,0
182,0,20.67,3.0,1,0,10,7,0.165,1,1,3,0,0,100,6,0
183,0,57.08,19.5,1,0,1,7,5.5,1,1,7,0,0,0,3000,0
184,0,22.42,5.665,1,0,10,7,2.585,1,1,7,0,0,129,3257,0
185,1,48.75,8.5,1,0,1,3,12.5,1,1,9,0,0,181,1655,0
186,1,40.0,6.5,1,0,0,0,3.5,1,1,1,0,0,0,500,0
187,1,40.58,5.0,1,0,1,7,5.0,1,1,7,0,0,0,3065,0
188,0,28.67,1.04,1,0,1,7,2.5,1,1,5,1,0,300,1430,0
189,0,33.08,4.625,1,0,10,3,1.625,1,1,2,0,0,0,0,0
190,1,21.33,10.5,1,0,1,7,3.0,1,0,0,1,0,0,0,0
191,1,42.0,0.205,1,0,6,3,5.125,1,0,0,0,0,400,0,0
192,1,41.75,0.96,1,0,13,7,2.5,1,0,0,0,0,510,600,0
193,1,22.67,1.585,2,2,12,7,3.085,1,1,6,0,0,80,0,0
194,1,34.5,4.04,2,2,6,0,8.5,1,1,7,1,0,195,0,0
195,1,28.25,5.04,2,2,1,0,1.5,1,1,8,1,0,144,7,0
196,1,33.17,3.165,2,2,13,7,3.165,1,1,3,1,0,380,0,0
197,1,48.17,7.625,1,0,12,3,15.5,1,1,12,0,0,0,790,0
198,1,27.58,2.04,2,2,0,7,2.0,1,1,3,1,0,370,560,0
199,1,22.58,10.04,1,0,13,7,0.04,1,1,9,0,0,60,396,0
200,0,24.08,0.5,1,0,10,3,1.25,1,1,1,0,0,0,678,0
201,0,41.33,1.0,1,0,6,0,2.25,1,0,0,1,0,0,300,0
202,1,24.83,2.75,1,0,1,7,2.25,1,1,6,0,0,0,600,0
203,0,20.75,10.25,1,0,10,7,0.71,1,1,2,1,0,49,0,0
204,1,36.33,2.125,2,2,12,7,0.085,1,1,1,0,0,50,1187,0
205,0,35.42,12.0,1,0,10,3,14.0,1,1,8,0,0,0,6590,0
207,1,28.67,9.335,1,0,10,3,5.665,1,1,6,0,0,381,168,0
208,1,35.17,2.5,1,0,8,7,4.5,1,1,7,0,0,150,1270,0
209,1,39.5,4.25,1,0,1,0,6.5,1,1,16,0,0,117,1210,0
210,1,39.33,5.875,1,0,2,3,10.0,1,1,14,1,0,399,0,0
211,1,24.33,6.625,2,2,3,7,5.5,1,0,0,1,2,100,0,0
212,1,60.08,14.5,1,0,5,2,18.0,1,1,15,1,0,0,1000,0
213,1,23.08,11.5,1,0,6,7,3.5,1,1,9,0,0,56,742,0
214,1,26.67,2.71,2,2,2,7,5.25,1,1,1,0,0,211,0,0
215,1,48.17,3.5,1,0,0,7,3.5,1,0,0,0,2,230,0,0
216,1,41.17,4.04,1,0,2,3,7.0,1,1,8,0,0,320,0,0
217,1,55.92,11.5,1,0,5,2,5.0,1,1,5,0,0,0,8851,0
218,1,53.92,9.625,1,0,4,7,8.665,1,1,5,0,0,0,0,0
219,0,18.92,9.25,2,2,1,7,1.0,1,1,4,1,0,80,500,0
220,0,50.08,12.54,1,0,0,7,2.29,1,1,3,1,0,156,0,0
221,1,65.42,11.0,1,0,4,8,20.0,1,1,7,1,0,22,0,0
222,0,17.58,9.0,1,0,0,7,1.375,1,0,0,1,0,0,0,0
223,0,18.83,9.54,1,0,0,7,0.085,1,0,0,0,0,100,0,0
224,0,37.75,5.5,1,0,10,7,0.125,1,0,0,1,0,228,0,0
225,1,23.25,4.0,1,0,1,0,0.25,1,0,0,1,0,160,0,0
226,1,18.08,5.5,1,0,8,7,0.5,1,0,0,0,0,80,0,0
227,0,22.5,8.46,2,2,13,7,2.46,0,0,0,0,0,164,0,0
